sigla_uf,id_municipio,ano,populacao_atendida_agua,populacao_atendida_esgoto,receita_operacional_direta,receita_operacional_direta_agua,receita_operacional_direta_esgoto,receita_operacional_indireta,receita_operacional_direta_agua_exportada,receita_operacional,receita_operacional_direta_esgoto_importado,arrecadacao_total,credito_areceber,despesa_pessoal,quantidade_empregado,despesa_produto_quimico,despesa_energia,despesa_servico_terceiro,despesa_exploracao,despesas_juros_divida,despesa_total_servico,despesa_ativo,despesa_agua_importada,despesa_fiscal,despesa_fiscal_nao_computada,despesa_exploracao_outro,despesa_servico_outro,despesa_amortizacao_divida,despesas_juros_divida_excecao,despesa_divida_variacao,despesa_divida_total,despesa_esgoto_exportado,despesa_capitalizavel_municipio,despesa_capitalizavel_estado,despesa_capitalizavel_prestador,investimento_agua_prestador,investimento_esgoto_prestador,investimento_outro_prestador,investimento_recurso_proprio_prestador,investimento_recurso_oneroso_prestador,investimento_recurso_nao_oneroso_prestador,investimento_total_prestador,investimento_agua_municipio,investimento_esgoto_municipio,investimento_outro_municipio,investimento_recurso_proprio_municipio,investimento_recurso_oneroso_municipio,investimento_recurso_nao_oneroso_municipio,investimento_total_municipio,investimento_agua_estado,investimento_esgoto_estado,investimento_outro_estado,investimento_recurso_proprio_estado,investimento_recurso_oneroso_estado,investimento_recurso_nao_oneroso_estado,investimento_total_estado
PE,2608255,2009,3724,,157283.41,157283.41,,7468.77,0.0,164752.18,,202230.91,72596.1,0.0,6,40346.34,79044.25,74782.04,209547.39,3296.95,218811.88,0.0,0.0,15239.58,5967.54,135.18,0.0,5499.93,3183.87,113.08,8796.88,,,,8262.34,0.0,0.0,0.0,8262.34,0.0,0.0,8262.34,,,,,,,,,,,,,,
PE,2608404,2009,10228,,450423.49,450423.49,,20789.16,0.0,471212.65,,666707.08,437450.3,44228.29,9,12739.23,207889.48,58925.16,371368.35,9788.54,398910.27,36.0,0.0,43625.52,17717.38,3960.67,0.0,16329.06,9452.79,335.75,26117.6,,,,24530.54,0.0,0.0,0.0,24530.54,0.0,0.0,24530.54,,,,,,,,,,,,,,
PE,2608701,2008,7699,,603840.56,603840.56,,73094.59,0.0,676935.15,,548581.41,460325.91,343365.63,5,40937.32,1051050.2,175214.39,1865584.05,5310.86,2025987.75,153231.07,0.0,41636.67,1861.77,213379.84,0.0,8767.01,5310.86,0.0,,,,,15159.7,0.0,0.0,0.0,0.0,0.0,0.0,15159.7,,,,,,,,,,,,,,
PE,2608800,2010,31188,,2417638.6,2417638.6,,45598.2,0.0,2463236.8,,2351561.11,1572199.51,100032.76,11,229655.06,813143.45,716714.18,2199575.06,62269.45,2818565.48,556720.97,0.0,234213.21,0.0,105816.4,0.0,33773.84,61506.83,762.62,96043.29,,,,106619.79,0.0,0.0,0.0,106619.79,0.0,0.0,106619.79,,,,,,,,,,,,,,
PE,2610509,2008,14133,,888222.33,888222.33,,28437.46,0.0,916659.79,,892419.78,378084.85,290950.16,4,8486.63,5094.61,286305.65,828063.05,8678.1,1090167.55,250384.22,0.0,118598.87,3042.18,118627.13,0.0,14325.57,8678.1,0.0,,,,,24771.42,0.0,0.0,0.0,0.0,0.0,0.0,24771.42,,,,,,,,,,,,,,
PE,2611309,2011,16323,,1575591.74,1575591.74,,17404.25,0.0,1592995.99,,1529085.41,678137.87,8679.76,4,45844.93,13433.19,68585.57,290539.22,73476.93,515746.44,151730.29,0.0,151243.71,0.0,2752.06,0.0,32133.94,66805.71,6671.22,105610.87,,,,26635.98,258823.77,0.0,0.0,26635.98,0.0,258823.77,285459.75,,,,,,,,,,,,,,
PE,2611705,2008,8632,,430410.75,430410.75,,32832.04,0.0,463242.79,,532486.78,175263.39,93405.77,1,6330.31,75181.9,137573.28,443091.09,4169.93,569035.44,120312.61,0.0,56988.17,1461.81,73611.66,0.0,2519.05,4169.93,0.0,,,,,11902.96,0.0,0.0,0.0,0.0,0.0,0.0,11902.96,,,,,,,,,,,,,,
PE,2612000,2007,5271,,349212.67,349212.67,,177.55,0.0,349390.22,,330800.6,248448.81,87070.74,3,50967.5,5115.94,127221.49,369344.52,4548.56,482426.62,100622.4,0.0,30480.33,7911.14,,0.0,5158.05,4548.56,0.0,,,,,6410.09,58777.92,0.0,0.0,58777.92,0.0,0.0,65188.01,,,,,,,,,,,,,,
PE,2612455,2011,5531,,0.0,0.0,,0.0,0.0,0.0,,390496.25,0.0,1000.0,4,0.0,1000.0,0.0,2000.0,0.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
PE,2612455,2007,5181,,242506.63,242506.63,,9374.34,0.0,251880.97,,217170.11,138400.44,3591.98,1,26.97,78002.09,151275.06,233283.83,8.76,233514.06,193.88,0.0,37.61,15.24,,12.35,9.94,8.76,0.0,,,,,12.35,0.0,0.0,0.0,0.0,0.0,0.0,12.35,,,,,,,,,,,,,,
PE,2612604,2010,15079,,1253258.22,1253258.22,,7958.97,0.0,1261217.19,,1373205.62,859648.94,0.0,4,16302.3,281838.79,51365.48,538065.4,31882.97,727463.74,157515.37,0.0,135237.91,0.0,53320.92,0.0,17292.75,31492.5,390.47,49175.72,,,,54591.06,0.0,0.0,0.0,54591.06,0.0,0.0,54591.06,,,,,,,,,,,,,,
PE,2613008,2009,26044,,2284958.82,2284958.82,,137605.93,0.0,2422564.75,,1922701.0,1318037.48,118230.01,4,7122.63,104417.59,214273.4,690156.2,3110.54,699796.17,899.31,0.0,224087.21,5630.12,22025.36,0.0,5188.95,3003.85,106.69,8299.49,,,,7795.18,0.0,0.0,0.0,7795.18,0.0,0.0,7795.18,,,,,,,,,,,,,,
PE,2615607,2009,24649,,1626577.25,1626577.25,,129538.11,0.0,1756115.36,,1539583.74,535836.02,75595.78,8,0.0,72477.2,39596.6,354830.32,4324.06,368241.75,1260.76,0.0,162440.65,7826.61,4720.09,0.0,7213.32,4175.75,148.31,11537.38,,,,10836.31,0.0,0.0,0.0,10836.31,0.0,0.0,10836.31,,,,,,,,,,,,,,
PE,2616308,2010,9101,,841550.02,841550.02,,10489.34,0.0,852039.36,,993934.45,581169.05,8061.83,4,11961.72,241235.88,244690.35,623926.07,21539.15,839233.62,193768.4,0.0,84642.64,0.0,33333.65,0.0,11682.45,21275.36,263.79,33221.6,,,,36880.03,56419.61,0.0,0.0,93299.64,0.0,0.0,93299.64,,,,,,,,,,,,,,
SE,2801108,2007,3314,,289013.15,289013.15,,9348.99,0.0,298362.14,,246813.93,334317.8,153854.32,3,7477.54,229137.62,10941.29,427863.24,0.0,428935.06,1071.82,0.0,18203.29,0.0,8249.18,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
SE,2804607,2008,19962,,1282025.77,1282025.77,,67059.57,0.0,1349085.34,,1311452.28,314013.96,590306.03,15,0.0,261278.53,58176.47,1008830.47,0.0,1008830.47,0.0,0.0,99069.44,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
SE,2807600,2008,7303,,671078.61,671078.61,,109797.85,0.0,780876.46,,945561.73,849339.14,249030.67,4,0.0,193855.9,69487.14,563477.58,0.0,563477.58,0.0,0.0,51103.87,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,196712.01,0.0,0.0,0.0,0.0,196712.01,196712.01,,,,,,,,,,,,,,
AL,2701100,2006,7500,,46000.0,46000.0,,0.0,0.0,46000.0,,46000.0,72000.0,84900.0,18,23200.0,91050.0,0.0,199150.0,0.0,199150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
AL,2705705,2003,12602,,909829.09,909829.09,,0.0,0.0,909829.09,,982529.06,2700238.58,189671.89,1,169857.84,525847.69,51933.49,1049753.11,-91989.5,1228428.66,136349.33,0.0,50008.4,0.0,62433.8,134315.72,27913.7,42326.22,-134315.72,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
AL,2706307,2006,46662,,4180694.0,4180694.0,,0.0,0.0,4180694.0,,4058051.0,122643.0,754861.95,37,205346.75,631565.98,716151.43,2585372.13,853945.27,4165133.53,540658.45,0.0,229889.41,0.0,47556.6,185157.68,185157.67,788212.22,65733.05,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
AL,2707008,2003,714,,33690.37,33690.37,,0.0,0.0,33690.37,,32881.84,82986.48,0.0,0,404.8,14146.56,2510.34,23218.9,-3406.31,29835.14,5048.93,0.0,2738.4,0.0,3418.8,4973.62,1033.63,1567.31,-4973.62,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
AL,2707206,2006,1466,,117936.0,117936.0,,0.0,0.0,117936.0,,120241.0,2305.0,81081.64,1,0.0,103907.86,30946.51,286730.92,92705.33,458231.72,58694.54,0.0,24957.07,0.0,45837.84,20100.93,20100.94,85569.27,7136.06,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
PE,2600104,2004,29887,,1307116.07,1307116.07,,64723.46,0.0,1371839.53,,1292510.0,471100.0,501370.02,20,231684.08,384277.85,251136.15,1509413.8,25833.88,2029802.14,474698.05,0.0,109747.35,19856.41,31198.35,0.0,20236.49,25833.88,0.0,,,,,38637.93,0.0,0.0,0.0,0.0,0.0,0.0,38637.93,,,,,,,,,,,,,,
PE,2600104,2003,30265,,1102028.96,1102028.96,,49774.06,0.0,1151803.02,,1038390.0,387090.0,180336.86,11,91828.63,366802.39,409095.86,1106102.07,21003.12,1469031.84,273651.58,0.0,58038.33,0.0,0.0,68275.07,18040.21,21003.12,0.0,,,,,46270.01,0.0,0.0,0.0,0.0,0.0,0.0,46270.01,,,,,,,,,,,,,,
PE,2603108,2006,12326,,491611.95,491611.95,,49537.98,0.0,541149.94,,495880.0,518825.9,133933.15,2,33.55,3295.73,307606.42,700615.39,13747.02,927829.78,186573.65,0.0,84179.22,26893.72,171567.32,0.0,13492.25,13747.02,0.0,,,,,13734.54,175373.1,0.0,0.0,175373.1,0.0,0.0,189107.64,,,,,,,,,,,,,,
PE,2605301,2004,8257,,307190.95,307190.95,,23020.94,0.0,330211.89,,258790.0,301060.0,105231.18,8,10983.34,41972.84,137723.24,326387.99,13328.78,594878.14,244916.63,0.0,30477.38,10244.75,0.01,0.0,10440.86,13328.78,0.0,,,,,19934.93,0.0,0.0,0.0,0.0,0.0,0.0,19934.93,,,,,,,,,,,,,,
PE,2605608,2004,10983,,467340.25,467340.25,,24266.44,0.0,491606.69,,478840.0,134380.0,135679.27,5,29805.96,427432.17,237689.65,916155.62,9186.75,1101210.19,168806.71,0.0,85548.57,7061.11,0.0,0.0,7196.27,9186.75,0.0,,,,,13739.98,0.0,0.0,0.0,0.0,0.0,0.0,13739.98,,,,,,,,,,,,,,
PE,2605707,2004,16296,,901917.48,901917.48,,60292.88,0.0,962210.36,,858470.0,530250.0,129645.1,11,13900.66,405488.8,115301.71,732759.75,13776.7,1010272.6,253147.12,0.0,68423.47,10589.04,0.0,-0.01,10791.72,13776.7,0.0,,,,,20604.84,0.0,0.0,0.0,0.0,0.0,0.0,20604.84,,,,,,,,,,,,,,
PE,2608206,2006,6612,,327323.55,327323.55,,16631.45,0.0,343955.0,,195400.0,246011.45,218341.78,4,68218.54,287901.75,298528.0,912905.29,6518.42,1012128.63,79952.74,0.0,39915.22,12752.18,0.0,0.0,6397.61,6518.42,0.0,,,,,6512.5,29477.73,0.0,0.0,29477.73,0.0,0.0,35990.23,,,,,,,,,,,,,,
PE,2608206,2005,6195,,285927.37,285927.37,,18845.77,0.0,304773.14,,207540.0,271557.23,175236.83,4,48419.79,255533.17,114565.0,672757.83,8237.63,784243.19,70390.34,0.0,39514.6,17488.32,39488.44,15369.07,6513.39,8237.63,0.0,,,,,6468.82,0.0,0.0,0.0,0.0,0.0,0.0,6468.82,,,,,,,,,,,,,,
PE,2608800,2005,29253,,872881.43,872881.43,,36442.17,0.0,909323.61,,741770.0,326283.84,373323.29,7,60950.79,250658.37,309158.09,1449607.05,30143.7,1890624.57,284419.14,0.0,144594.48,63994.43,310922.03,62460.25,23834.22,30143.7,0.0,,,,,23671.12,55229.56,0.0,0.0,40251.13,0.0,14978.43,78900.68,,,,,,,,,,,,,,
PE,2612109,2006,2921,,212164.5,212164.5,,11943.91,0.0,224108.41,,211890.0,98007.81,99337.07,2,6.42,566.11,48632.08,164443.39,2596.85,209904.88,37784.33,0.0,15901.71,5080.31,0.0,0.0,2548.73,2596.85,0.0,,,,,2594.5,6960.0,0.0,0.0,6960.0,0.0,0.0,9554.5,,,,,,,,,,,,,,
PE,2614006,2006,8167,,369106.03,369106.03,,22600.07,0.0,391706.1,,376620.0,246295.0,345635.74,11,4246.38,33712.69,226960.2,650516.24,6525.93,763225.85,93416.79,0.0,39961.23,12766.89,0.0,0.0,6404.99,6525.93,0.0,,,,,6520.0,9781.17,0.0,0.0,9781.17,0.0,0.0,16301.17,,,,,,,,,,,,,,
PE,2615805,2006,8031,,400009.45,400009.45,,23806.11,0.0,423815.56,,453780.0,249081.17,210423.85,6,17.22,581702.72,312069.97,1144627.04,6599.76,1263390.21,99252.11,0.0,40413.28,12911.3,0.0,0.0,6477.44,6599.76,0.0,,,,,6593.76,91472.52,0.0,0.0,91472.52,0.0,0.0,98066.28,,,,,,,,,,,,,,
SE,2800670,2004,14891,,694229.76,694229.76,,51124.57,0.0,745354.33,,711332.0,156114.27,249932.93,6,51158.46,210110.17,99514.89,647584.52,0.0,716141.48,68556.96,0.0,35192.57,0.0,1675.49,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
SE,2802502,2006,1702,,155144.13,155144.13,,16655.08,0.0,171799.21,,161665.86,42576.75,86425.81,2,1486.01,13413.14,99.0,111240.37,0.0,111556.35,315.98,0.0,9587.93,0.0,228.48,0.0,0.0,0.0,0.0,,,,,0.0,90990.28,0.0,4000.0,5219.76,0.0,89770.52,94990.28,,,,,,,,,,,,,,
SE,2802809,2002,4023,,232569.61,232569.61,,7493.15,0.0,240062.76,,167218.0,296542.34,60824.5,1,8663.6,18600.5,2615.09,96096.67,0.0,105202.53,9105.86,0.0,4213.36,0.0,1179.62,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,1118.25,1118.25,0.0,0.0,1118.25,,,,,,,,,,,,,,
SE,2803104,2003,6205,,348117.72,348117.72,,12709.94,0.0,360827.66,,394452.12,122991.13,308249.04,13,17924.7,239916.17,283102.09,883802.96,0.0,899604.92,15801.96,0.0,34456.87,0.0,154.08,0.0,0.0,0.0,0.0,,,,,0.0,92999.0,0.0,0.0,0.0,0.0,92999.0,92999.0,,,,,,,,,,,,,,
SE,2803302,2004,11227,,764410.85,764410.85,,87970.75,0.0,852381.6,,896370.0,28435.66,135012.53,3,6596.5,87257.66,43734.0,290323.14,0.0,328512.08,38188.94,0.0,17722.45,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,603275.27,0.0,0.0,0.0,0.0,603275.27,603275.27,,,,,,,,,,,,,,
SE,2804805,2002,,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,6141.22,234.35,499094.39,506556.9,0.0,660251.89,153694.99,0.0,0.0,0.0,1086.94,0.0,0.0,0.0,0.0,,,,,0.0,244804.01,191400.72,2971.08,2971.08,0.0,436204.73,439175.81,,,,,,,,,,,,,,
SE,2806602,2006,7999,,493167.4,493167.4,,26622.64,0.0,519790.04,,501446.0,95319.92,188941.47,4,11733.06,105223.88,944.75,330393.29,0.0,337814.16,7420.87,0.0,21903.7,0.0,1646.42,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,79356.6,0.0,0.0,79356.6,79356.6,,,,,,,,,,,,,,
SE,2806602,2004,7634,,339505.83,339505.83,,43312.09,0.0,382817.92,,422984.0,21294.04,117529.26,9,3195.0,46249.6,2085.55,182153.98,0.0,189631.42,7477.44,0.0,12247.82,0.0,846.75,0.0,0.0,0.0,0.0,,,,,0.0,156000.3,0.0,0.0,0.0,0.0,156000.3,156000.3,,,,,,,,,,,,,,
AL,2708600,1999,33366,,,1085438.14,,,0.0,1204849.51,,1204849.51,676193.84,416748.13,39,23368.14,73050.56,28650.2,1098500.43,0.0,1206073.43,107573.0,0.0,,,556683.4,0.0,0.0,,,,,,,0.0,205441.96,,46344.04,251756.0,0.0,0.0,,,,,,,,,,,,,,,
SE,2802106,2001,47310,,947906.52,947906.52,,200033.7,0.0,1147940.22,,1147940.22,588069.93,377282.43,48,75820.4,122835.24,298896.04,1201956.35,0.0,1263104.8,0.0,0.0,0.0,0.0,327122.24,0.0,0.0,,,,,,,61148.45,,,61148.45,57071.8,,,,,,,,,,,,,,,,,
AL,2709202,2022,8030,,2184718.04,1824459.81,0.0,66940.53,360258.23,2251658.57,,2027668.21,2707799.74,506797.28,3,44524.42,168602.22,103630.59,1207653.06,339112.0,1672916.06,98019.0,295216.0,15713.0,0.0,73169.55,28132.0,0.0,339112.0,0.0,339112.0,0.0,0.0,0.0,0.0,9738.0,0.0,0.0,9738.0,0.0,0.0,9738.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PE,2604205,2022,31975,,2403551.19,2403551.19,,1630.29,0.0,2405181.48,,2405181.48,552687.88,1265371.84,44,682835.3,48379.05,594947.08,2591533.27,0.0,2591533.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,4330.25,0.0,0.0,4330.25,0.0,0.0,4330.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PE,2615102,2022,3867,,676356.92,676356.92,,3739.33,0.0,680096.25,,670085.31,337574.35,516177.23,4,0.0,172322.46,180945.92,926403.99,16936.75,956827.28,4550.19,0.0,29332.53,7061.98,27625.85,1874.37,25597.55,16936.75,0.0,42534.3,,,,10279.38,48486.16,0.0,1239.74,10279.38,43439.24,6286.66,60005.28,,,,,,,,0.0,,,0.0,,,
SE,2805802,2022,12662,,2314749.35,2314749.35,,1244275.07,0.0,3559024.42,,2388480.61,3606451.43,779374.73,8,165427.54,1090809.76,280632.25,2699067.82,28864.24,3125023.7,19620.0,0.0,361167.03,0.0,21656.51,377471.64,27471.63,28864.24,0.0,56335.87,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
AL,2700102,2021,12916,,2787892.11,2787892.11,,175251.8,0.0,2963143.91,,3530442.58,3732871.17,661139.1,5,17395.0,2141606.9,354891.29,3240722.33,0.0,3246203.18,0.0,0.0,0.0,0.0,65690.04,5480.85,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,
AL,2700201,2020,8302,,1678641.79,1678641.79,,39975.07,0.0,1718616.86,,1934574.96,2084875.33,684559.86,5,14158.92,173273.65,143985.65,1015978.08,0.0,1177658.0,169.8,0.0,0.0,156702.6,0.0,4807.52,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL,2701803,2018,5572,,1006510.49,1006510.49,,66758.17,0.0,1073268.66,,1018196.58,2141455.8,0.0,0,0.0,436506.32,42345.77,532510.18,331.69,1241361.89,601203.84,0.0,53658.09,0.0,0.0,107316.18,2250.0,331.69,0.0,2581.69,,0.0,0.0,0.0,0.0,0.0,925.77,925.77,0.0,0.0,925.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,
AL,2702355,2021,14656,,3742579.61,3742579.61,,164625.51,0.0,3907205.12,,4625637.69,4810926.5,325844.64,3,0.0,1927145.89,3109.16,2273256.63,0.0,2273376.63,0.0,0.0,0.0,0.0,17156.94,120.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,
AL,2704401,2017,10294,,1455427.23,1455427.23,,268170.42,0.0,1723597.65,,1786439.29,2274682.79,219917.46,2,0.0,344373.81,58589.55,728044.89,255655.64,983700.53,,0.0,99383.07,0.0,5781.0,,4499.1,255655.64,0.0,260154.74,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142766.05,0.0,0.0,142766.05,0.0,0.0,142766.05
AL,2706901,2017,12546,,3255362.15,3255362.15,,333381.12,0.0,3588743.27,,3683106.63,4337534.38,279189.59,3,77784.04,54105.97,223454.19,829440.05,543268.23,1372708.28,0.0,0.0,194048.8,0.0,857.46,0.0,9562.49,543268.23,0.0,552830.72,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL,2709400,2018,19100,,3039089.83,3039089.83,,110452.84,0.0,3149542.67,,3157843.53,,1401667.54,37,279883.1,612923.51,1403594.03,3698068.18,0.0,3698068.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,344266.9,,,,344266.9,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PE,2601300,2019,14208,,1881899.28,1881899.28,,45917.93,0.0,1927817.21,,1722029.27,581884.33,331619.12,3,0.0,86390.06,1029865.72,1868507.25,27623.95,2037177.45,24867.94,0.0,178139.67,0.0,242492.68,116178.31,124698.49,27587.36,36.59,152322.44,,,0.0,26527.07,656187.38,0.0,0.0,26527.07,0.0,656187.38,682714.45,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PE,2602704,2019,10298,,1495891.96,1495891.96,,39798.4,0.0,1535690.36,,1320594.29,494302.34,1768635.29,16,5800.05,10933.43,152483.42,2377062.81,22005.12,2516557.34,24942.3,0.0,141874.21,0.0,297336.41,92547.11,0.0,21975.97,29.15,22005.12,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PE,2606101,2021,19206,,4124858.08,4124858.08,,51383.3,0.0,4176241.38,,3812637.91,1001849.74,477764.71,4,286828.39,62543.92,432099.27,1927047.45,86751.86,2408305.14,66583.88,0.0,174267.17,91502.08,493543.99,236419.87,211289.01,86580.76,171.1,298040.87,,0.0,0.0,60535.27,485223.7,0.0,0.0,545758.97,,,545758.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PE,2608057,2018,13389,,2774761.42,2774761.42,,161611.26,0.0,2936372.68,,2708030.09,568591.87,631890.63,6,32772.77,1217588.17,860087.92,3164678.11,56197.15,3650718.73,152505.28,0.0,270887.44,0.0,151451.18,277338.19,162903.23,56197.15,0.0,219100.38,,,0.0,31754.33,31880.42,0.0,0.0,63634.75,0.0,0.0,63634.75,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PE,2608453,2019,11850,,1447218.72,1447218.72,,51554.54,0.0,1498773.26,,1177755.21,768565.71,442158.82,4,18451.04,17379.8,138534.04,980864.05,21476.13,1151849.67,59187.16,0.0,138322.33,0.0,226018.02,90322.33,96360.21,21447.68,28.45,117836.34,,,0.0,20498.68,52713.32,0.0,0.0,73212.0,0.0,0.0,73212.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PE,2609303,2018,13938,,1553690.58,1553690.58,,68425.02,0.0,1622115.6,,1722761.5,530139.02,210630.21,2,0.0,220036.0,103666.09,762720.22,31044.52,955246.11,8273.77,0.0,148976.89,0.0,79411.03,153207.6,89991.26,31044.52,0.0,121035.78,,,0.0,17541.78,5522.5,0.0,0.0,23064.28,0.0,0.0,23064.28,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PE,2610509,2018,17619,,1607705.19,1607705.19,,39629.88,0.0,1647335.07,,1109459.18,390765.9,105315.1,1,0.0,0.0,61841.61,322703.6,31527.18,515976.21,6155.87,0.0,152314.68,0.0,3232.21,155589.56,91390.38,31527.18,0.0,122917.56,,,0.0,17814.5,0.0,0.0,0.0,17814.5,0.0,0.0,17814.5,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PE,2612406,2017,21077,,624413.5,624413.5,,19406.73,0.0,643820.23,,358480.94,917440.66,815799.07,8,2335.75,336305.86,841715.09,2062004.2,23420.11,2145294.18,5182.39,0.0,59488.44,0.0,6359.99,54687.48,64961.38,23420.11,0.0,88381.49,,0.0,0.0,8752.02,15253147.72,1458650.38,0.0,108967.96,0.0,16611582.16,16720550.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,173404.07,0.0,0.0,0.0,164884.75,8519.32,173404.07
PE,2614501,2018,64520,,8340614.05,8340614.05,,356357.08,0.0,8696971.13,,7441580.36,1884872.0,2948822.92,28,41037.63,869774.32,1681983.04,7453168.29,166445.15,8633227.71,192191.87,0.0,803365.57,0.0,1108184.81,821422.4,482488.03,166445.15,0.0,648933.18,,,0.0,94050.22,164748.95,19606495.52,0.0,505410.9,0.0,19359883.79,19865294.69,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PE,2614600,2020,28479,,4544826.44,4544826.44,,40537.19,0.0,4585363.63,,4476135.55,421840.3,235272.89,2,125807.98,4650497.86,1118854.55,7003539.16,52256.35,7550711.01,76967.46,0.0,202021.12,58507.78,671084.76,359440.26,179085.32,52114.61,141.74,231341.67,,,0.0,65037.98,194129.24,12414.48,0.0,271581.7,0.0,0.0,271581.7,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PE,2616209,2021,15594,,2076873.94,2076873.94,,39048.03,0.0,2115921.97,,1699062.24,903263.43,119441.18,1,7917.6,131452.74,279866.47,961862.73,49425.24,1238628.58,36624.65,0.0,119496.43,47574.81,303688.31,143141.15,107051.06,49327.76,97.48,156476.3,,0.0,0.0,30670.62,3868.68,0.0,0.0,30670.62,3868.68,,34539.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SE,2800407,2019,7624,,1439214.45,1439214.45,,173231.93,0.0,1612446.38,,1606772.6,449216.84,643544.89,5,50520.07,190194.74,0.0,1050309.1,26562.25,1103957.68,23833.9,0.0,91734.31,3252.43,74315.09,0.0,95377.72,24474.16,2088.09,121939.97,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SE,2803203,2019,23319,,4361126.28,4361126.28,,559146.56,0.0,4920272.84,,4787446.76,2156781.76,2798559.03,24,138269.35,520547.6,245936.19,4289231.5,81780.19,4449888.56,68863.26,0.0,282432.82,10013.61,303486.51,0.0,293650.21,75351.36,6428.83,375430.4,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
