sigla_uf,id_municipio,ano,populacao_atendida_agua,populacao_atendida_esgoto,receita_operacional_direta,receita_operacional_direta_agua,receita_operacional_direta_esgoto,receita_operacional_indireta,receita_operacional_direta_agua_exportada,receita_operacional,receita_operacional_direta_esgoto_importado,arrecadacao_total,credito_areceber,despesa_pessoal,quantidade_empregado,despesa_produto_quimico,despesa_energia,despesa_servico_terceiro,despesa_exploracao,despesas_juros_divida,despesa_total_servico,despesa_ativo,despesa_agua_importada,despesa_fiscal,despesa_fiscal_nao_computada,despesa_exploracao_outro,despesa_servico_outro,despesa_amortizacao_divida,despesas_juros_divida_excecao,despesa_divida_variacao,despesa_divida_total,despesa_esgoto_exportado,despesa_capitalizavel_municipio,despesa_capitalizavel_estado,despesa_capitalizavel_prestador,investimento_agua_prestador,investimento_esgoto_prestador,investimento_outro_prestador,investimento_recurso_proprio_prestador,investimento_recurso_oneroso_prestador,investimento_recurso_nao_oneroso_prestador,investimento_total_prestador,investimento_agua_municipio,investimento_esgoto_municipio,investimento_outro_municipio,investimento_recurso_proprio_municipio,investimento_recurso_oneroso_municipio,investimento_recurso_nao_oneroso_municipio,investimento_total_municipio,investimento_agua_estado,investimento_esgoto_estado,investimento_outro_estado,investimento_recurso_proprio_estado,investimento_recurso_oneroso_estado,investimento_recurso_nao_oneroso_estado,investimento_total_estado
SE,2803500,2001,51178,3612,2214073.0,2108648.0,105425.0,80079.0,0.0,2294152.0,,2026510.0,1375651.0,535228.0,18,54487.0,246337.0,183339.0,1287251.0,0.0,1433295.0,146044.0,0.0,39859.0,0.0,228001.0,0.0,0.0,,,,,,,0.0,322397.0,0.0,8033.0,231300.0,0.0,99130.0,330430.0,,,,,,,,,,,,,,
PE,2601706,2022,79507,24400,18817116.7,18817116.7,0.0,306580.99,0.0,19123697.69,0.0,17962880.3,11168491.62,4510200.61,40,2443972.15,2947806.23,5202658.1,17352718.65,619973.69,20039728.61,1773968.31,0.0,887757.73,244624.04,1360323.83,48443.92,719780.16,619973.69,0.0,1339753.85,0.0,0.0,,289046.97,13067601.6,20715963.6,720175.53,289046.97,1251833.33,33251907.4,34792787.7,0.0,340000.0,0.0,340000.0,0.0,0.0,340000.0,0.0,,,0.0,,,
PE,2602308,2022,37476,16550,8366552.95,8366552.95,0.0,166334.32,0.0,8532887.27,0.0,7984303.8,5021334.98,2563650.15,26,42000.0,1963885.93,867446.45,6495851.72,89983.53,7061965.44,306459.52,0.0,408657.95,124269.84,650211.24,45400.83,321161.89,89983.53,0.0,411145.42,0.0,0.0,0.0,128971.15,1629122.35,856178.99,84829.09,128971.15,1470354.95,1099775.48,2699101.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,
PE,2613206,2022,17382,349,3486651.85,3469710.43,16941.42,73794.14,0.0,3560445.99,0.0,3356898.38,1078204.2,447132.92,3,559470.85,1219999.76,454491.98,2987176.28,37358.69,3326477.25,249493.65,0.0,154117.73,38255.7,151963.04,14192.93,134008.52,37358.69,0.0,171367.21,0.0,,,53814.7,170795.88,0.0,4367.06,53814.7,153017.74,22145.2,228977.64,,,,,,,,0.0,,,0.0,,,
PE,2615805,2022,14145,7322,2398685.85,2398685.85,0.0,20102.91,0.0,2418788.76,0.0,2339354.36,958160.92,481893.18,5,80936.32,1219481.86,4015184.65,6034667.24,63493.68,6394721.96,259764.79,0.0,109481.66,35012.53,127689.57,1783.72,91038.68,63493.68,0.0,154532.36,0.0,0.0,,36559.02,3892586.15,0.0,5288.75,36559.02,264585.97,3633288.93,3934433.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,
AL,2700706,2019,10648,7364,3175641.43,2102583.93,1073057.5,240809.34,0.0,3416450.77,0.0,3967947.33,4294939.7,1200915.34,11,7128.86,1101012.89,129040.65,2453425.33,0.0,2736729.84,146.34,0.0,15327.59,283158.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL,2703007,2020,6244,10938,1069645.95,1053545.95,16100.0,16955.24,0.0,1086601.19,0.0,1130117.72,1272699.23,765420.43,5,82196.77,108487.7,75362.26,1037067.16,0.0,1297986.09,4066.48,0.0,0.0,178461.97,5600.0,78390.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL,2704302,2018,881622,427154,272395206.96,189954108.93,82441098.03,19293062.24,0.0,291688269.2,0.0,263910961.69,93562117.01,85541162.34,721,1974396.45,20663718.82,107151052.95,226087585.81,97598.48,176469274.85,-70149122.62,0.0,10757255.25,1081297.32,0.0,19351915.86,662061.44,97598.48,0.0,759659.92,0.0,0.0,0.0,0.0,10749906.94,29420.0,819776.89,11599103.83,0.0,0.0,11599103.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2984056.14,3014452.26,0.0,5998508.4,0.0,0.0,5998508.4
AL,2709152,2017,37700,26200,2048730.36,2048730.36,0.0,0.0,0.0,2048730.36,0.0,2048730.36,1665419.13,643140.36,29,218722.73,317263.18,590945.38,1791557.66,0.0,1791557.66,0.0,0.0,21486.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PE,2603454,2021,126946,1768,21395527.95,21016401.07,379126.88,76169.7,0.0,21471697.65,0.0,18319120.07,5546481.92,2030500.0,17,1870916.01,5440055.89,4929207.05,18216764.44,332115.56,20238607.89,739827.8,0.0,874772.09,265751.43,3071313.4,684148.66,1086319.78,331460.55,655.01,1418435.34,0.0,0.0,0.0,311235.59,1867927.76,174291.22,0.0,817461.16,1535993.41,,2353454.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PE,2614857,2017,23100,22913,8052705.59,5373899.31,2678806.28,292733.17,0.0,8345438.76,0.0,6483335.89,3357633.84,407899.53,4,223154.92,83940.79,409521.52,2652189.2,303576.7,4042084.98,377447.67,0.0,572888.09,0.0,954784.35,708871.41,544436.18,303576.7,0.0,848012.88,0.0,0.0,0.0,504.72,618503.81,0.0,0.0,504.72,618503.81,0.0,619008.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SE,2800308,2020,657520,355720,333202477.71,231293464.25,101909013.46,12698285.76,0.0,345900763.47,0.0,334516641.71,268645322.48,113083631.72,723,15870157.88,30457090.65,44644458.05,249806059.25,4295063.26,290331169.89,34376569.56,0.0,34201288.74,1853477.82,11549432.21,0.0,24228129.42,4196211.86,98851.4,28523192.68,0.0,0.0,0.0,0.0,16615041.03,42256334.25,585284.24,51653712.26,0.0,7802947.26,59456659.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL,2700300,2014,220476,70000,23544018.89,23544018.89,0.0,1849201.09,0.0,25393219.98,0.0,24025323.99,23868153.41,4926153.97,73,16549.5,4811303.87,9615874.27,20019057.12,8733210.63,32547535.93,3566963.31,0.0,531221.92,140351.3,117953.59,87953.57,364260.58,8028871.77,704338.86,9097471.21,0.0,0.0,0.0,0.0,248818.0,0.0,0.0,248818.0,0.0,0.0,248818.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PE,2605459,2014,2884,2103,1735718.95,1267888.07,467830.88,205586.66,0.0,1941305.61,0.0,2005755.16,98231.25,84824.38,1,63383.62,372598.69,150697.53,1319241.59,74478.04,1508485.03,49263.99,0.0,181661.75,0.0,466075.62,65501.41,78973.26,68634.49,5843.55,153451.3,0.0,,,18101.37,0.0,0.0,0.0,18101.37,0.0,0.0,18101.37,,,,,,,,,,,,,,
PE,2606309,2015,3756,3368,573455.82,573455.82,0.0,31576.02,0.0,605031.84,0.0,438493.92,150794.8,104712.46,2,1500.0,6147.67,23398.3,252805.8,27017.31,305274.72,0.0,0.0,55646.76,1.0,61400.61,25450.61,22803.02,24095.76,2921.55,49820.33,0.0,4500.0,0.0,5804.87,195.54,0.0,0.0,6000.41,0.0,0.0,6000.41,0.0,0.0,0.0,2250.0,2250.0,0.0,4500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PE,2609709,2016,7385,1250,1010064.08,1010064.08,0.0,25139.46,0.0,1035203.54,0.0,940159.49,168232.96,390149.68,5,6283.81,51816.62,114712.38,734508.41,46889.22,833936.08,4510.4,0.0,95644.97,0.0,75900.95,48028.05,42909.24,44143.83,2745.39,89798.46,0.0,0.0,0.0,10719.25,0.0,0.0,0.0,10719.25,0.0,0.0,10719.25,0.0,380488.77,0.0,130488.77,,250000.0,380488.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PE,2611002,2014,24957,34939,4544176.9,4544176.9,0.0,228077.47,0.0,4772254.37,0.0,4682945.72,174552.1,525834.08,14,69411.7,253748.82,136337.05,1566799.69,183087.15,1990245.81,84.76,0.0,440987.31,0.0,140480.73,240274.21,194137.63,168722.13,14365.02,377224.78,0.0,0.0,0.0,44498.05,2773.96,0.0,0.0,44498.05,2773.96,0.0,47272.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PE,2613305,2012,14428,14190,1347144.48,1347144.48,0.0,32918.02,0.0,1380062.5,0.0,1178151.62,663870.12,130102.0,17,6131.42,31597.97,88138.6,450853.09,42623.57,493577.26,100.6,0.0,129232.84,0.0,65650.26,0.0,24048.12,41312.77,1310.8,66671.69,0.0,0.0,0.0,30631.42,678.22,0.0,0.0,30631.42,82.16,596.06,31309.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PE,2613909,2015,84352,65450,13629865.27,12949865.27,680000.0,888595.74,0.0,14518461.01,0.0,13762717.19,893131.25,4926218.5,75,435632.63,1516835.74,2091481.51,10926647.92,609016.64,12160916.63,59739.46,0.0,1356932.02,14000.0,599547.52,551512.61,514019.24,543159.9,65856.74,1123035.88,0.0,385000.0,0.0,130851.76,113377.96,0.0,0.0,221712.25,0.0,22517.47,244229.72,220000.0,165000.0,165000.0,935000.0,0.0,0.0,935000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SE,2800308,2016,636994,310995,280254845.0,187472095.69,63386686.4,18685563.96,29396062.91,298940408.96,0.0,271749818.41,187760345.61,133656720.05,722,11857323.91,20356277.06,55450432.17,260525881.94,17232549.82,334819576.95,57061145.19,408736.0,19030040.9,0.0,19766351.85,0.0,33716544.14,14377404.73,2855145.09,50949093.96,0.0,,,0.0,34441792.88,40826796.15,2028209.91,9953822.83,0.0,67342976.11,77296798.94,,,,,,,,,,,,,,
SE,2802106,2012,57870,1036,4621930.54,4621930.54,0.0,204341.82,0.0,4826272.36,0.0,4823756.19,1190952.97,2527989.25,106,271498.78,605820.82,434694.03,3891390.35,0.0,4291390.35,36894.13,0.0,50362.58,0.0,1024.89,363105.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,206277.56,0.0,953158.25,1159435.81,0.0,0.0,1159435.81,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
SE,2804458,2016,8684,8543,1834766.31,1834766.31,0.0,155805.44,0.0,1990571.75,0.0,1952462.57,1041876.18,913916.0,15,33711.68,881902.76,132418.89,2126892.0,4685.17,2154489.13,22911.96,0.0,125312.14,0.0,39630.53,0.0,0.0,3542.17,1143.0,4685.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PE,2600054,2011,70122,20763,3017298.25,2966491.75,50806.5,0.0,0.0,3017298.25,0.0,5197253.67,7806871.04,34689.7,8,0.0,9992.98,191571.97,527573.54,139068.28,923492.96,256851.14,0.0,288800.97,0.0,2517.92,0.0,60819.24,126441.79,12626.49,199887.52,0.0,,,50413.37,14003.74,0.0,0.0,64417.11,0.0,0.0,64417.11,,,,,,,,,,,,,,
PE,2606002,2007,106378,11195,7888093.57,7571097.08,316996.49,739718.28,0.0,8627811.85,0.0,7624705.94,4496333.13,1744998.27,42,992718.92,4249830.55,2302406.65,10865812.81,90670.07,12935208.19,1821026.26,0.0,336378.88,157699.05,1239479.54,0.0,102819.6,90670.07,0.0,,0.0,,,127777.37,12706.97,0.0,0.0,12706.97,0.0,0.0,140484.34,,,,,,,,,,,,,,
PE,2609402,2008,46309,6572,3701051.64,3538381.19,162670.45,329923.96,0.0,4030975.6,0.0,3173578.21,1718761.99,1381601.95,25,238122.47,1084129.69,961680.52,4553303.12,29149.13,5433693.71,841022.98,0.0,393109.8,10218.48,494658.69,0.0,48118.57,29149.13,0.0,,0.0,,,83205.45,0.0,22360.9,3920966.86,22360.9,0.0,3920966.86,4026533.21,,,,,,,,,,,,,,
PE,2614501,2009,50824,20500,3651510.31,3651510.31,0.0,223098.14,0.0,3874608.45,0.0,3579359.79,1030212.61,553684.67,37,170.0,3154441.79,,,44260.37,4627970.42,1402.57,0.0,,80111.91,111014.56,0.0,73834.4,42742.26,1518.11,118094.77,,,,110918.71,0.0,30000.0,20000.0,160918.71,0.0,0.0,160918.71,,,,,,,,,,,,,,
SE,2803500,2011,74139,3109,7517563.73,7065541.12,452022.61,442497.52,0.0,7960061.25,0.0,7549488.1,8114456.35,2077819.23,23,378844.28,1729850.95,114770.41,4867575.31,0.0,5080323.75,212748.44,380160.0,1025.14,0.0,185105.3,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
PE,2609600,2005,341279,171326,29706716.4,21155802.4,8550914.0,2407737.16,0.0,32114453.56,,29112560.0,15240406.32,5043373.06,80,713449.52,4931993.84,4767334.03,21456554.24,529109.34,27571611.35,3662900.02,0.0,2538052.6,1123287.92,3462351.19,799759.83,418359.74,529109.34,0.0,,,,,415496.89,107966.44,984146.28,0.0,340757.23,0.0,751355.49,1507609.61,,,,,,,,,,,,,,
AL,2701308,2021,19837,2199,2830584.52,2795152.52,35432.0,10031.6,0.0,2840616.12,0.0,2840616.12,149553.62,1277056.08,36,296972.1,273061.66,359130.97,2229730.45,0.0,2894268.04,0.0,0.0,23509.64,32716.33,0.0,631821.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL,2701357,2018,5900,5300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,42000.0,2,2000.0,5000.0,8000.0,59500.0,750.0,62000.0,500.0,500.0,1000.0,1000.0,0.0,250.0,0.0,500.0,250.0,750.0,1000.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL,2702306,2017,57498,9410,2970873.17,2970873.17,0.0,13000.0,0.0,2983873.17,0.0,2970873.17,673120.14,354346.4,31,12342.16,961962.95,2008910.22,3479884.36,0.0,3480857.58,973.22,27322.63,115000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
AL,2703502,2019,3712,1048,729784.35,665746.18,64038.17,23163.13,0.0,752947.48,0.0,842310.49,910499.08,347138.12,2,52237.75,54816.6,36252.58,495325.93,0.0,588267.58,573.36,0.0,4880.88,77069.04,0.0,15299.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL,2707701,2018,59256,23220,11760873.96,10176363.93,1584510.03,1632540.28,0.0,13393414.24,0.0,11038705.77,14119466.78,5957464.95,102,103296.8,2365372.01,5702915.77,14568185.91,3383.19,18675931.71,3226089.85,0.0,439136.38,0.0,0.0,878272.76,22949.96,3383.19,0.0,26333.15,0.0,0.0,0.0,0.0,1814073.06,0.0,26093.73,1840166.79,0.0,0.0,1840166.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,
PE,2610202,2021,18155,14396,3001654.94,3001654.94,0.0,33546.19,0.0,3035201.13,0.0,2855792.25,553811.39,1285529.41,22,49015.37,234021.07,283481.55,2053991.95,27612.88,2255758.19,97360.92,0.0,148338.19,46054.59,53606.36,30737.85,153560.24,27558.42,54.46,181173.12,0.0,0.0,0.0,43995.72,0.0,0.0,0.0,43995.72,,,43995.72,0.0,30000.0,0.0,30000.0,0.0,0.0,30000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PE,2611533,2017,3945,2518,526260.37,526260.37,0.0,10768.57,0.0,537028.94,0.0,518358.28,30855.19,322924.65,4,0.0,4994.66,96775.28,507463.35,19535.38,575024.52,2409.39,0.0,50690.37,0.0,32078.39,45616.4,114089.38,19535.38,0.0,133624.76,0.0,0.0,0.0,15370.87,1271.83,0.0,0.0,16642.7,0.0,0.0,16642.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14198.87,0.0,0.0,0.0,0.0,14198.87,14198.87
PE,2611606,2019,1470115,723388,576495391.55,338456299.38,238039092.17,9243988.2,0.0,585739379.75,0.0,557606394.35,199635516.47,157168031.62,1386,662457.67,39293725.58,284889479.12,650917182.15,8393140.36,686805789.24,18571023.32,0.0,62172655.84,-17665875.11,106730832.32,26590318.52,36194435.63,8382021.88,11118.48,44587575.99,0.0,,0.0,7699632.29,52742610.99,88896856.97,0.0,79925884.79,2205621.04,67207594.42,149339100.25,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PE,2614105,2018,20749,18000,4596871.64,2410367.07,2186504.57,683814.38,0.0,5280686.02,0.0,4665095.65,2635631.56,2842605.77,39,386360.35,2426513.92,1146127.27,8363561.0,148633.95,9024872.83,40156.42,0.0,500610.81,0.01,1061342.88,472521.45,139866.32,148633.95,0.0,288500.27,0.0,0.0,0.0,27263.8,7032131.85,0.0,0.0,103834.03,0.0,6955561.62,7059395.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SE,2804805,2017,140498,52699,31052711.76,27245633.77,3807077.99,5226816.42,0.0,36279528.18,0.0,31482835.48,40751146.31,20829113.44,121,2430973.87,3301868.29,10170226.04,41293052.96,0.0,41699831.38,406778.42,0.0,2066099.26,0.0,2494772.06,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,323759.19,323759.19,0.0,0.0,323759.19,,,,,,,,,,,,,,
AL,2700102,2016,13178,5376,1997427.88,1997427.88,0.0,60233.69,0.0,2057661.57,0.0,1793706.44,2264409.14,1207371.06,15,38247.36,934130.53,338356.89,2685941.92,523909.12,3289851.04,0.0,0.0,140499.05,0.0,27337.03,80000.0,6615.74,521213.09,2696.03,530524.86,0.0,0.0,0.0,0.0,29592.94,,,29592.94,0.0,0.0,29592.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL,2702405,2015,50940,44000,7869693.6,7869693.6,0.0,235734.44,0.0,8105428.04,0.0,8200784.88,7072593.22,4638326.05,61,139582.94,2225309.55,2497971.13,10295393.5,2357413.28,12875655.53,15061.95,0.0,649178.98,0.0,145024.85,150000.0,102425.97,1991397.63,366015.65,2459839.25,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,300000.0,300000.0,0.0,0.0,300000.0,0.0,1709090.63,0.0,0.0,0.0,,1709090.63
PE,2601201,2015,67787,3859,8552061.52,8324314.15,227747.37,1380548.07,0.0,9932609.59,0.0,8677481.09,2701892.33,3331860.99,37,90901.54,2658149.07,2783160.48,11588121.43,443534.25,12496496.1,94693.1,0.0,932523.45,0.0,1791525.9,370147.32,374349.6,395572.14,47962.11,817883.85,0.0,,0.0,95296.63,13462169.91,942059.62,0.0,213117.9,0.0,14286408.26,14499526.16,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PE,2602001,2014,16595,20037,2018583.88,2018583.88,0.0,111346.15,0.0,2129930.03,0.0,1977248.51,468754.54,944004.52,17,93279.52,553193.51,318486.19,2245525.97,81714.6,2399373.99,267.65,0.0,196202.15,0.0,140360.08,71865.77,86646.59,75303.27,6411.33,168361.19,0.0,0.0,0.0,19860.16,4938009.54,0.0,0.0,19860.16,357.87,4937651.67,4957869.7,35000.0,2000.0,0.0,,,0.0,37000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PE,2607208,2014,51612,9877,17487763.31,10219164.97,7268598.34,355540.33,0.0,17843303.64,0.0,7113633.84,2757134.01,2968853.28,35,1680441.29,274911.06,4140535.81,11965011.75,684556.86,14372220.56,1121130.37,0.0,1648699.09,0.0,1251571.22,601521.58,725874.25,630846.53,53710.33,1410431.11,0.0,,,166376.76,31213860.52,2126252.1,138675.02,4174721.39,275275.86,29195167.15,33645164.4,,,,,,,,,,,,,,
PE,2613602,2015,24606,21971,2708454.33,2708454.33,0.0,89115.89,0.0,2797570.22,0.0,2802438.07,232707.82,1011073.05,17,107642.46,175195.42,244527.44,1988178.59,124923.69,2219405.51,2001.4,0.0,258938.29,0.0,190801.93,104301.83,105437.48,111414.92,13508.77,230361.17,0.0,0.0,0.0,26840.79,23440.72,0.0,0.0,50281.51,0.0,0.0,50281.51,0.0,32200.0,0.0,32200.0,0.0,0.0,32200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PE,2614600,2013,22654,27591,1966999.19,1966999.19,0.0,17647.65,0.0,1984646.84,0.0,1969519.34,410503.79,600000.0,15,5000.0,638813.49,178625.51,1681260.77,77356.32,1807174.03,0.0,0.0,203414.79,5000.0,55406.98,43556.94,50777.3,48160.28,29196.04,128133.62,0.0,0.0,,14828.97,0.0,0.0,0.0,14828.97,0.0,0.0,14828.97,50000.0,150000.0,0.0,200000.0,0.0,0.0,200000.0,,,,,,,
PE,2613701,2009,76727,10314,6051462.33,5620208.24,431254.09,318903.13,0.0,6370365.46,0.0,4288778.23,2872299.01,171436.06,95,54773.1,381113.02,573153.87,1779763.26,56943.79,1940185.81,409.69,0.0,589258.76,103069.07,10028.45,0.0,94992.66,54990.64,1953.15,151936.45,0.0,,,142703.98,2510158.26,408585.57,25348.12,641442.89,0.0,2445353.04,3086795.93,,,,,,,,,,,,,,
SE,2805604,2010,25387,1084,2206421.87,2206421.87,0.0,122934.89,0.0,2329356.76,0.0,2118192.24,2542533.49,656937.39,16,116324.06,984457.88,167204.05,1994401.37,0.0,2148962.09,154560.72,0.0,0.0,0.0,69477.99,0.0,0.0,0.0,0.0,0.0,0.0,,,27851.07,502308.95,29837.6,0.0,75091.64,0.0,427217.31,559997.62,,,,,,,,,,,,,,
SE,2806701,2010,40657,15053,4621784.49,4049080.3,572704.19,126966.98,0.0,4748751.47,0.0,4682888.25,3508859.0,3822394.56,41,474129.13,1013850.68,2168477.54,9371298.58,0.0,9371298.58,0.0,0.0,1063012.06,0.0,829434.61,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
PE,2603454,2004,116627,2310,5701435.73,5602633.6,98802.13,447941.82,0.0,6149377.55,,4901940.0,4330270.0,850325.19,30,32986.12,1094742.33,918790.97,3195205.81,99016.16,5189751.79,1819424.11,0.0,298361.2,76105.71,0.0,0.0,77562.5,99016.16,0.0,,,,,148091.57,272784.1,0.0,0.0,84029.98,188754.12,0.0,420875.67,,,,,,,,,,,,,,
PE,2606002,2006,104820,11125,7097533.11,6874052.51,223480.6,579797.13,0.0,7677330.24,,7300590.0,4028161.22,2974989.48,25,941158.21,3866585.24,2225432.29,10672252.24,106733.47,12440170.57,1452378.91,0.0,653577.19,208805.95,10509.82,0.0,104755.35,106733.47,0.0,,,,,106636.53,875049.15,0.0,0.0,136825.32,0.0,738223.83,981685.68,,,,,,,,,,,,,,
PE,2610707,2005,308351,170222,22340480.82,16385492.82,5954988.0,2190707.82,0.0,24531188.64,,20142860.0,12390321.32,3041889.13,46,566228.04,4918601.92,3624768.26,17745898.74,438115.22,23060504.6,3239144.54,0.0,2101568.33,930109.3,3492843.06,707236.8,346411.87,438115.22,0.0,,,,,344041.37,87465.14,1368206.4,0.0,428088.61,0.0,1027582.93,1799712.91,,,,,,,,,,,,,,
AL,2703502,2022,3170,600,996717.16,847045.71,39021.25,23510.28,110650.2,1020227.44,0.0,966334.12,2218419.48,188551.95,4,39058.09,10523.46,30851.8,428450.64,419103.45,848998.37,519.28,106740.92,120.85,0.0,52603.57,925.0,0.0,145648.81,273454.64,419103.45,0.0,0.0,0.0,0.0,2112.76,0.0,1234.0,3346.76,0.0,0.0,3346.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SE,2803708,2022,6148,2353,1277374.49,1277374.49,0.0,98422.97,0.0,1375797.46,0.0,1364781.97,581011.97,420190.79,8,87114.24,273537.43,109760.26,1114525.53,15199.93,1161003.44,16811.4,0.0,197603.29,0.0,26319.52,14466.58,14466.58,15199.93,0.0,29666.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL,2701308,2018,18266,2199,2375722.74,2342187.85,33534.89,80643.7,0.0,2456366.44,0.0,2456366.44,373148.15,1337819.48,36,246349.3,195995.91,330572.16,2307497.54,0.0,2453992.71,0.0,0.0,17248.26,46030.21,179512.43,100464.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL,2701704,2017,8813,1081,1299760.94,1223818.89,75942.05,939334.12,0.0,2239095.06,0.0,1563744.5,2738788.73,918307.78,9,61112.29,40990.74,217980.76,1315314.52,287612.59,1607573.99,4646.88,0.0,74932.95,0.0,1990.0,0.0,5062.5,287612.59,0.0,292675.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL,2703502,2020,3704,1045,702353.04,663278.16,39074.88,4083.75,0.0,706436.79,0.0,692889.08,886624.77,269473.84,2,30502.94,57849.58,39253.62,397079.98,0.0,498718.73,573.36,0.0,0.0,68196.54,0.0,32868.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
